,MEAS_DT,Ni_1.1C_min,Ni_1.1C_max,Cu_1.1C_min,Cu_1.1C_max,Ni_1.2C_min,Ni_1.2C_max,Cu_1.2C_min,Cu_1.2C_max,Cu_2.1T_min,Cu_2.1T_max,Cu_2.2T_min,Cu_2.2T_max,Cu_3.1T_min,Cu_3.1T_max,Cu_3.2T_min,Cu_3.2T_max,Ni_4.1T_min,Ni_4.1T_max,Ni_4.1C_min,Ni_4.1C_max,Ni_4.2T_min,Ni_4.2T_max,Ni_4.2C_min,Ni_4.2C_max,Ni_5.1T_min,Ni_5.1T_max,Ni_5.1C_min,Ni_5.1C_max,Ni_5.2T_min,Ni_5.2T_max,Ni_5.2C_min,Ni_5.2C_max,Ni_6.1T_min,Ni_6.1T_max,Ni_6.1C_min,Ni_6.1C_max,Ni_6.2T_min,Ni_6.2T_max,Ni_6.2C_min,Ni_6.2C_max
2146,2024-04-14 06:00:00,2.6,3.0,4.4,4.9,2.8,3.2,4.6,5.2,0.34,0.45,0.34,0.42,0.8,1.8,0.9,1.5,0.6100000000000001,0.75,4.0,5.0,0.7,0.765,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.475,1.6,9.25,9.5
2147,2024-04-14 06:15:00,2.6,3.0,4.4,4.9,2.8,3.2,4.6,5.2,0.34,0.45,0.34,0.42,0.8,1.8,0.9,1.5,0.6100000000000001,0.75,4.0,5.0,0.7,0.765,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.475,1.6,9.25,9.5
2148,2024-04-14 06:30:00,2.6,3.0,4.4,4.9,2.8,3.2,4.6,5.2,0.34,0.45,0.34,0.42,0.8,1.8,0.9,1.5,0.6100000000000001,0.75,4.0,5.0,0.7,0.765,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.475,1.6,9.25,9.5
2149,2024-04-14 06:45:00,2.6,3.0,4.4,4.9,2.8,3.2,4.6,5.2,0.34,0.45,0.34,0.42,0.8,1.8,0.9,1.5,0.6100000000000001,0.75,4.0,5.0,0.7,0.765,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.475,1.6,9.25,9.5
2150,2024-04-14 07:00:00,2.6,3.0,4.4,4.9,2.8,3.2,4.6,5.2,0.34,0.45,0.34,0.42,0.8,1.8,0.9,1.5,0.6100000000000001,0.75,4.0,5.0,0.7,0.765,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.475,1.6,9.25,9.5
2151,2024-04-14 07:15:00,2.6,3.0,4.4,4.9,2.8,3.2,4.6,5.2,0.34,0.45,0.34,0.42,0.8,1.8,0.9,1.5,0.6100000000000001,0.75,4.0,5.0,0.7,0.765,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.475,1.6,9.25,9.5
2152,2024-04-14 07:30:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.25,1.6,9.3,9.4,1.45,1.25,9.2,9.4
2153,2024-04-14 07:45:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.25,1.6,9.3,9.4,1.45,1.25,9.2,9.4
2154,2024-04-14 08:00:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.25,1.6,9.3,9.4,1.45,1.25,9.2,9.4
2155,2024-04-14 08:15:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.25,1.6,9.3,9.4,1.45,1.25,9.2,9.4
2156,2024-04-14 08:30:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.25,1.6,9.3,9.4,1.45,1.25,9.2,9.4
2157,2024-04-14 08:45:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.25,1.6,9.3,9.4,1.45,1.25,9.2,9.4
2158,2024-04-14 09:00:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.25,1.6,9.3,9.4,1.45,1.25,9.2,9.4
2159,2024-04-14 09:15:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.9,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.6000000000000001,0.7,6.1,6.65,0.55,0.75,6.0,6.8,1.25,1.6,9.3,9.4,1.45,1.25,9.2,9.4
2160,2024-04-14 09:30:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2161,2024-04-14 09:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2162,2024-04-14 10:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2163,2024-04-14 10:15:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2164,2024-04-14 10:30:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2165,2024-04-14 10:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2166,2024-04-14 11:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2167,2024-04-14 11:15:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2168,2024-04-14 11:30:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2169,2024-04-14 11:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2170,2024-04-14 12:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2171,2024-04-14 12:15:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2172,2024-04-14 12:30:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2173,2024-04-14 12:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2174,2024-04-14 13:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2175,2024-04-14 13:15:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2176,2024-04-14 13:30:00,2.5,3.15,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2177,2024-05-09 18:15:00,2.5,3.15,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2178,2024-05-09 18:30:00,2.5,3.15,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2179,2024-05-09 18:45:00,2.5,3.15,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2180,2024-05-09 19:00:00,2.5,3.15,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2181,2024-05-09 19:15:00,2.5,3.15,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2182,2024-05-09 19:30:00,2.5,3.15,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2183,2024-05-09 19:45:00,2.5,3.15,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2184,2024-05-09 20:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2185,2024-05-09 20:15:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2186,2024-05-09 20:30:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2187,2024-05-09 20:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2188,2024-05-09 21:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2189,2024-05-09 21:15:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2190,2024-05-09 21:30:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2191,2024-05-09 21:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2192,2024-05-09 22:00:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2193,2024-05-09 22:15:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2194,2024-05-09 22:30:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2195,2024-05-09 22:45:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2196,2024-05-09 23:00:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2197,2024-05-09 23:15:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2198,2024-05-09 23:30:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2199,2024-05-09 23:45:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2200,2024-05-10 00:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2201,2024-05-10 00:15:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2202,2024-05-10 00:30:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2203,2024-05-10 00:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2204,2024-05-10 01:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2205,2024-05-10 01:15:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2206,2024-05-10 01:30:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2207,2024-05-10 01:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.75,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.75,6.0,6.8,1.375,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2208,2024-05-10 02:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2209,2024-05-10 02:15:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2210,2024-05-10 02:30:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2211,2024-05-10 02:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2212,2024-05-10 03:00:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2213,2024-05-10 03:15:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2214,2024-05-10 03:30:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2215,2024-05-10 03:45:00,2.5,3.0,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.45,1.5,1.6,9.3,9.5
2216,2024-05-10 04:00:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2217,2024-05-10 04:15:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2218,2024-05-10 04:30:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2219,2024-05-10 04:45:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2220,2024-05-10 05:00:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
2221,2024-05-10 05:15:00,2.5,3.3,4.4,4.9,2.8,3.2,4.5,5.2,0.23,0.42,0.35,0.42,0.8,1.8,0.75,1.7,0.55,0.8,4.0,5.2,0.7,0.78,3.5,4.7,0.55,0.7,6.1,6.8,0.55,0.78,6.0,6.8,1.5,1.6,9.3,9.4,1.5,1.6,9.3,9.5
